# =================================================
# Errors
# =================================================

error                                  Error
yard_genport_1                         Si recuerdas, no pudimos abrir la conexión del Puerto Troncal del Generador.
yard_genport_2                         Tendrás que abrir la conexión desde este extremo para permitir que la Corriente Energética Regulada pase a través de él.
yard_intro_4                           Este Taller de Construcción impulsa las carretillas de las minas. Las Primitivas refinadas procedentes de allí llegarán una vez que las carretillas se empiecen a mover.
yard_intro_5                           El Taller recibirá las Primitivas refinadas y la Corriente Energética Regulada, y comenzará a producir nuestras plataformas de armas, que he llamado Blindados.
yard_intro_6                           Lo que he diseñado es una especie de transporte de tropas blindado que puede convertirse en un Cañón de Batalla, y que tanto tú como los darwinianos podéis manejar.
yard_safearea_1                        Una vez que el Taller esté conectado a la red y produciendo Blindados, extermina la plaga de hormigas de la zona y abre los Puertos Troncales.
yard_safearea_2                        Éste es un punto de partida para las zonas altamente infectadas de Darwinia, así que es necesario limpiarlo en su totalidad.
yard_intro_7                           Una vez que tengamos estas nuevas armas, tendremos mejores posibilidades frente a la infección principal. Buena suerte.

yard_progress_1                        Bien, el enlace del Puerto Troncal procedente del Generador ya está en funcionamiento, y estamos recibiendo la Corriente energética.
yard_progress_2                        Vamos a abrirnos paso hasta el Taller de Construcción y a hacerlo funcionar.

yard_progressarmour_1                  Bien hecho, ahora estamos produciendo Blindados.
yard_progressarmour_2                  Tenemos que exterminar la Plaga de Hormigas que actualmente bloquea el valle.
yard_progressarmour_3                  Te recomendaría que utilizaras los nuevos Blindados. Pueden desplegarse como un Cañón de Batalla, que no debería tener problemas en acabar con todo ese lío.

yard_finished_1                        He añadido el programa Blindado a tu lista de gestos. Ahora puedes convocar a un Blindado a cualquier lugar trazando este gesto.
yard_finished_1_icons_kbd              He añadido el programa Blindado a tu lista. Ahora puedes convocar a un Blindado a cualquier lugar desde el Administrador de tareas pulsando en el icono de la unidad.
yard_finished_1_icons_xin              He añadido el programa Blindado a tu lista. Ahora puedes convocar a un Blindado a cualquier lugar desde el Administrador de tareas seleccionando el icono de esta unidad.
yard_finished_2                        El Blindado tendrá que viajar a través del sistema de Puertos Troncales, así que sólo podrás llamar a Blindados a las cercanías de un Puerto Troncal local que controles.


# ================================================
# Biosphere Alpha (hostage rescue)
# ================================================

biospherealpha_objective               Rescatar a 100 Darwinianos

biospherealpha_primary1                Un gran número de darwinianos están atrapados aquí y necesitan que los rescaten.
biospherealpha_primary2                No tienen ninguna forma de llegar a un lugar seguro por sus propios medios, y ahora mismo necesitamos a todos los darwinianos que podamos conseguir.
biospherealpha_primary3                Abre los enlaces de la Antena de Radar y escolta a los darwinianos a través de ellos hasta la isla principal.
biospherealpha_primary4                Tendrás que abrirte paso luchando con una infección vírica bastante fuerte.
biospherealpha_primary5                Ésta es el área objetivo final. Una vez que los darwinianos lleguen a este punto estarán a salvo. Quiero que consigas traer a esta zona al menos a 100 de ellos.


# ================================================
# Cutscene after Yard
# ================================================

yardend_1                              Es un hecho lamentable el que la zonas de Darwinia que solían estar densamente pobladas son ahora las que están más infectadas.
yardend_1b                             Ésas son las áreas que tenemos que visitar ahora.
yardend_2                              Tenemos que realizar un esfuerzo coordinado para reconstruir la población Darwiniana hasta llegar a sus antiguos números, y barrer la Infección Vírica de una vez por todas.
yardend_3                              El Repositorio de Almas situado en el centro de Darwinia es la clave del sistema de Evolución y Renacimiento de los darwinianos.
yardend_3b                             Las Almas de todas las criaturas muertas con el tiempo se elevan y fusionan en el Repositorio, añadiendo sus experiencias y sabiduría al grupo.
yardend_4                              Las Almas se ordenan lentamente según el éxito que tuvieron en vida, y se envían de vuelta al Receptor, para que nazcan de nuevo como darwinianos.

yardend_5                              Aquí, en el Receptor, aquellas Almas que tuvieron más éxito en sus vidas anteriores van descendiendo hasta la superficie para tener otra oportunidad.
yardend_6                              Los edificios que ves esparcidos por el terreno están diseñados para recoger las Almas que van descendiendo y enviarlas a la Biosfera.
yardend_7                              Para los darwinianos, éste es el lugar más sagrado de todo el mundo.
yardend_7b                             Es en cierto modo un ritual para los darwinianos el viajar hasta aquí en peregrinaje en las etapas iniciales de sus vidas, para ayudar en el proceso de renacimiento.
yardend_8                              Mediante este método, cada generación de darwinianos madura ayudando a la siguiente a venir al mundo.

yardend_9                              Cuando un Alma ha pasado un cierto tiempo en el Repositorio central, pierde gran parte de su estructura anterior.
yardend_9b                             Básicamente, un alma olvida lo que era existir en la superficie.
yardend_10                             Estas Almas necesitan pasar por un tratamiento antes de que puedan volver al mundo como darwinianos, y una parte de este Reprocesamiento se desarrolla en el Búfer de Patrones.

yardend_11                             El Búfer de Patrones contiene el Proyecto Maestro de un darwiniano.
yardend_12                             Este conjunto de datos es el Patrón digital bruto que prepara a un Alma No Procesada para nacer en el mundo.
yardend_13                             El Patrón puede modificarse a medida que pasa el tiempo, y representa la combinación del saber y las habilidades de todos los darwinianos que han vivido en algún momento.

yardend_14                             Así el Receptor recoge las Almas No Procesadas que caen del Repositorio.
yardend_15                             El Búfer de Patrones almacena el Proyecto Maestro de preparación de un Alma No Procesada.
yardend_16                             El Patrón y las Almas No Procesadas se envían a través del sistema de Puertos Troncales hacia la Biosfera, en donde nacen como darwinianos.
yardend_17                             Tu tarea ahora es la de habilitar estos sistemas de nuevo, y reconstruir la población de darwinianos. Buena suerte.


# ================================================
# Receiver
# ================================================

receiver_objective1                    Recoger 50 Almas por minuto
receiver_objective2                    Habilitar el Puerto Troncal de la Biosfera

receiver_primary_1                     Cada uno de esos colectores requiere que haya darwinianos en su base para poder funcionar, lo que significa que tendrás que limpiar la infección vírica antes.
receiver_primary_2                     Después, la red transporta esas Almas No Procesadas hasta aquí. Este edificio une todas las Almas No Procesadas de la red y las conduce a través de una única línea.
receiver_primary_3                     Tendremos que alcanzar una producción de al menos 50 Almas No Procesadas por minuto para tener posibilidades de reconstruir la mayor parte de la población darwiniana.
receiver_primary_4                     Esas Almas No Procesadas se transportan después a la Biosfera, en donde se procesan y convierten en nuevos darwinianos.

receiver_trunk_1                       Una vez que las Almas han sido recogidas por los Receptores de Espíritus, tienen que ser transportadas a la Biosfera primaria de Darwinia.
receiver_trunk_2                       Allí serán procesadas y convertidas en nuevos darwinianos. Abre este Puerto Troncal para permitir la transmisión de las Almas.


# ================================================
# Pattern Buffer
# ================================================

patternbuffer_objective1               Eliminar la Infección del Patrón
patternbuffer_objective2               Habilitar el Puerto Troncal de la Biosfera

patternbuffer_primary_1                Desgraciadamente, la infección vírica se ha extendido al Proyecto Maestro, y tenemos que limpiarlo completamente.
patternbuffer_primary_2                Existen cuatro Cargadores de Patrones esparcidos por el lugar. Cada uno de ellos tiene que ser ocupado por darwinianos.
patternbuffer_primary_3                Los Cargadores de Patrones son un paso intermedio de seguridad que me alegro de haber ideado. Analizarán y copiarán el Patrón de los darwinianos que ocupan el edificio.
patternbuffer_primary_4                Este Patrón será posteriormente emitido al Proyecto Maestro utilizando las antenas de los satélites que vuelan alrededor, sobrescribiendo la infección.
patternbuffer_primary_5                Tendrás que ocupar al menos tres de los Cargadores de Patrones para acabar con la corrupción en el Patrón Maestro.

patternbuffer_trunk_1                  El Proyecto Maestro tiene que ser transmitido a la Biosfera a través de este Puerto Troncal.
patternbuffer_trunk_2                  Qué extraño, este Puerto Troncal ya ha sido abierto.

patternbuffer_redarmy_1                Qué demonios...
patternbuffer_redarmy_2                ¿Cómo han llegado hasta aquí?
patternbuffer_redarmy_3                Ten cuidado, parece que aquí hay algunos darwinianos corruptos que se están transportando hasta este lugar, y no parecen muy amistosos.


# ================================================
# Cutscene after Receiver and Pattern Buffer
# ================================================

prebiosphere_1                         Esos malvados darwinianos que hemos visto en el Búfer de Patrones sin duda han venido de la Biosfera.
prebiosphere_2                         Parece que el Virus ha infectado parte del equipo de nacimientos, y el Patrón corrupto ha provocado que nazcan Darwinianos Rojos en lugar de Verdes.
prebiosphere_3                         Este es un acontecimiento inesperado. Va a hacer que reconquistar la Biosfera sea mucho más difícil.


# ================================================
# Biosphere
# ================================================

biosphere_objective1                   Acabar con el Ejército Rojo

biosphere_primary_1                    Aquí está, el lugar de nacimiento de la civilización Darwiniana. Todos los darwinianos que han vivido en algún momento han nacido aquí.
biosphere_primary_2                    Si somos capaces de conquistar la Biosfera, conseguiremos que la población Darwiniana vuelva a alcanzar sus antiguos números en poco tiempo.
biosphere_primary_3                    Los Darwinanos nacen de los Puntos de Generación esparcidos por todas las islas locales. Al igual que todos los edificios de Darwinia, estos Puntos de Generación necesitan darwinianos para poder funcionar.
biosphere_primary_4                    Con el fin de prevenir la superpoblación crónica, existen limitaciones en el número de darwinianos que pueden Generarse en cada isla.
biosphere_primary_5                    Éste es el Punto de Generación Maestro, y es el responsable de controlar el índice de natalidad global. Controla y sincroniza a todos los demás Puntos de Generación de los alrededores.
biosphere_primary_6                    Conduce los Espíritus No Procesados al Lugar de Recepción, y los procesa utilizando la señal del código procedente del Búfer de Patrones.
biosphere_primary_7                    Después envía los Espíritus recién procesados a los Puntos de Generación que los necesitan.
biosphere_primary_8                    Desgraciadamente, la corrupción Vírica del Patrón ha provocado que todo este lugar esté lleno de Darwinianos Malignos.
biosphere_primary_9                    Tendrás que construir tu Ejército de Darwinianos Verdes y conducirlos directamente a por el control de los Puntos de Generación.
biosphere_primary_10                   Va a ser una batalla dura, pero con un poco de suerte también va a ser decisiva. Éste es uno de los últimos lugares que todavía tiene altos índices de infección. Buena suerte.

biosphere_reddead_1                    Parece que hemos exterminado al Ejército Rojo.

biosphere_end_1                        ¡Lo he descubierto! He descubierto cómo ha sucedido todo esto.
biosphere_end_2                        Ven al Templo... te lo mostraré. Y sé cómo pararlo de una vez por todas.

rockhead_1                             Una vez los darwinianos vieron una foto mía. No dejaron de festejarlo durante días. Durante unos pocos segundos, mi ridícula cara se proyectó en el cielo de Darwinia.
rockhead_2                             Estaba trabajando en el código para la renderización del cielo, y los datos de las texturas se sobrescribieron de forma accidental con una imagen en directo de mi Webcam, parecida a la que ves en la pantalla cuando te hablo.
rockhead_3                             Desde aquel día, los darwinianos han estado utilizando el Taller de Construcción cuando no estoy mirando para construir estos rostros de piedra, que después transportan a todo el mundo.
rockhead_4                             Me hizo darme cuenta de la enorme responsabilidad que tengo como su Creador.


# ================================================
# Temple
# ================================================

temple_intro_1                         Hace mucho tiempo, los darwinianos comenzaron a trabajar en un templo. Era su sueño, creo, comenzar a comunicarse de alguna manera conmigo.
temple_intro_2                         Nunca se me ocurrió que un día podrían llegar a tener éxito de verdad.
temple_intro_3                         Realmente es bastante ingenioso. Encontraron un modo de alinear uno de los Puertos Troncales con lo que ellos creían que era el Cielo...el Repositorio de Almas del centro de Darwinia.
temple_intro_4                         Creyendo que estaban hablando con Dios, consiguieron abrir un flujo de datos y comenzaron a descargar ficheros de mi ordenador.
temple_intro_5                         Mis Programas de Investigación fueron los primeros ficheros en ser transmitidos a través del enlace.
temple_intro_6                         Tenía la atención puesta en otra parte. Debería haberlos vigilado más de cerca.
temple_intro_7                         Tenían los diagramas y diseños de cómo fue construida Darwinia. No estaban preparados para esta información.
temple_intro_8                         Por primera vez, comenzaron a comprender la naturaleza de su existencia digital simulada.
temple_intro_9                         Después descargaron todos mis correos electrónicos. Fue entonces cuando me di cuenta de que algo iba mal.
temple_intro_10                        Temiendo lo que podría ocurrir después, cerré el Enlace. Pero ya era demasiado tarde.
temple_intro_11                        Entre los correos electrónicos había un par de correos spam, infectados con un tipo de virus informático particularmente dañino.
temple_intro_13                        No me podía creer lo que estaba pasando.
temple_intro_14                        El Virus transformó a los darwinianos en las criaturas destructivas contra las que hemos estado luchando todo este tiempo.
temple_intro_15                        Después se volvieron en contra de los supervivientes.
temple_intro_16                        Se replicaron a un ritmo aterrador. Se habían hecho con la mayoría del sistema antes de poder contenerlos.
temple_intro_17                        Con toda sinceridad, tenía el dedo en el botón de Reinicio Total. Realmente pensé que el trabajo de toda mi vida se había echado a perder.
temple_intro_18                        Fue justo en ese momento cuando tú llegaste. ¡Y gracias a Dios que llegaste cuando lo hiciste!

temple_primary_1                       Tres de los correos spam infectados aún existen, y siguen activos.
temple_primary_1b                      Cualquier cosa que pase junto a ello se corromperá y convertirá en el Virus.
temple_primary_2                       Las buenas noticias son que hemos arrinconado al Virus en este lugar. Estos correos infectados son la última fuente del Virus que es necesario destruir.
temple_primary_3                       Tendrás que abrirte camino hasta ellos y destruirlos utilizando explosivos desde una distancia corta. ¡A por ellos!

temple_objective                       Destruir el Correo Infectado


# =================================================
# Game Over
# =================================================

gameover_1                             ¡Fantástico, el último de los correos spam infectados ha sido destruido!
gameover_2                             Cuando estés listo, sal del lugar y echaremos juntos un vistazo al mundo ya revitalizado.


# =================================================
# Intro
# =================================================

intro_1                                Introversion Software Presenta
intro_2                                DARWINIA
intro_3                                Conectando con el Servidor del Proyecto de los Investigadores Asociados Darwin.
intro_4                                Se ha establecido un flujo de datos.
intro_5                                Bienvenido al primer Parque Temático Digital de Internet.
intro_6                                Por favor, intente no hacer daño o asustar a los nativos darwinianos.
intro_7                                Atención : Se han detectado errores en el flujo de datos.
intro_8                                En nombre del Dr. Sepulveda y su equipo, esperamos que disfrute de la visita.
intro_9                                Atención : Se han detectado errores en el flujo de datos.
intro_10                               At3nción : Se hn det.c.d erroHres en el fl.jo de datos.

intro_ambrosia_1                       Versión para Mac OS X Publicada por
intro_ambrosia_2                       Ambrosia Software

intro_bootloader                       Mostrar Intro de la Primera Vez

# =================================================
# Outro
# =================================================

outro_biosphere_1                      No creo que los darwinianos olviden de verdad lo que ha sucedido.
outro_biosphere_1b                     De hecho, creo que éste llegará a ser un momento determinante en su historia.
outro_biosphere_2                      Ahora son mucho más ambiciosos, audaces, fuertes e inteligentes de lo que lo han sido nunca. Pero se ha perdido su inocencia.
outro_biosphere_2b                     La batalla en la Biosfera es sin duda el capítulo más oscuro de la historia de Darwinia hasta la fecha.
outro_biosphere_3                      La horrible pérdida de vidas en un periodo de tiempo tan corto, y el mismo concepto de darwinianos luchando y matando a su propia gente, hace que sea especialmente sobrecogedor para mí.

outro_receiver_1                       De todos los que murieron, los darwinianos que cayeron bajo los Destructores de Almas seguirán vivos en la memoria de los supervivientes durante más tiempo.
outro_receiver_2                       Sus Almas se han perdido irreparablemente, sin posibilidad de esperar una vida después de la muerte o un renacimiento.
outro_receiver_3                       Sus espíritus rotos continuarán vagando por los lugares en los que cayeron, hasta el fin del mundo.
outro_receiver_4                       Por eso, los darwinianos entienden ahora, por primera vez creo, lo que realmente significa morir para uno de ellos.

outro_containment_1                    Mi sueño es que Darwinia continúe evolucionando y creciendo, mucho tiempo después de que yo me haya ido.
outro_containment_1b                   Comencé el proyecto Darwin de Vida Digital hace más de una década, y he trabajado en él todos y cada uno de los días, sumido en una auténtica soledad durante todo este tiempo…
outro_containment_2                    ...sólo para que el trabajo de mi vida haya sido salvado hoy por un completo extraño.
outro_containment_3                    Quiero que me ayudes a continuar mi trabajo. Estoy transmitiéndote un perfil que te dará acceso a todos los lugares de Darwinia.
outro_containment_4                    Ahora tengo claro que no soy ya capaz de llevar Darwinia yo solo. Quiero proporcionarte las herramientas que he utilizado para construir este mundo.
outro_containment_5                    Quiero que me ayudes a concluirlo.

outro_10                               Estoy transmitiendo a tu ordenador permisos para poder acceder al Editor del Mundo, que es la herramienta que he utilizado para construir todos los lugares que has visto hasta ahora. Puedes acceder a él desde el Menú Principal cuando te encuentres en el Cielo.
outro_11                               También estoy transmitiendo un nuevo perfil de usuario a tu sistema, que he llamado Acceso a Todas las Áreas. Puedes cargarlo desde el menú de Perfiles y servirá para darte acceso completo a todos los lugares que has visitado en Darwinia.

outro_1                                Cuando pienso en todas las historias y leyendas que se deben haber creado desde que tuvo lugar este brote, me asusta.
outro_2                                Me temo que los darwinianos tienen una memoria muy larga. Todavía cuentan lúgubres historias sobre la isla que se perdió durante la caída del Servidor el año pasado.
outro_3                                No sé exactamente cuál es el efecto que esta guerra tendrá sobre los darwinianos. Y no sé lo que querrán hacer después.
outro_4                                Pero lo que sí sé es que nuestras acciones aquí seguirán vivas en los cuentos y el folklore, durante las generaciones venideras de darwinianos.


# =================================================
# Editor strings
# =================================================

editor_savesettings                    Guardar Configuración
editor_generate                        Generar
editor_randomise                       Aleatorio
editor_clone                           Clonar
editor_delete                          Borrar
editor_deletenow                       ¡BORRAR!
editor_size                            Tamaño
editor_height                          Altura
editor_seed                            Semilla
editor_move                            Mover
editor_rotate                          Girar

editor_mainedit                        Editor Principal
editor_editlandtiles                   Editar Secciones Terrestres
editor_editflattenareas                Editar Zonas Llanas
editor_editlights                      Editar Luces
editor_editbuildings                   Editar Edificios
editor_editinstantunits                Editar Unidades Iniciales
editor_editcameramounts                Editar Posición de Cámaras
editor_save                            Guardar

editor_landscape                       Terreno
editor_landscapetile                   Sección de Terreno
editor_guidegrid                       Cuadrícula de Referencia
editor_noiseperiod                     Periodo del Ruido
editor_noisescale                      Escala del Ruido
editor_method                          Método
editor_lowlandsmooth                   Suavizado de Tierras Bajas
editor_posX                            PosX
editor_posY                            PosY
editor_posZ                            PosZ
editor_newtile                         Nueva Sección
editor_newflattenarea                  Nueva Zona Llana
editor_scaledown                       Reducir Tamaño
editor_scaleup                         Aumentar Tamaño
editor_outsideheight                   Altura Exterior
editor_cellsize                        Tamaño de Celda
editor_worldsizeX                      Tamaño del Mundo X
editor_worldsizeZ                      Tamaño del Mundo Z
editor_movebuildings                   Mover Edificios

editor_resolution                      Resolución
editor_toolsize                        Tamaño de Herramienta
editor_freehand                        Mano Alzada
editor_flatten                         Nivelar
editor_binary                          Binario

editor_treeditor                       Editor de Árboles
editor_clonesimilar                    Clonar Similar
editor_branchcolour                    Color Ramas
editor_leafcolour                      Color Hojas
editor_budsize                         Frondosidad
editor_pushup                          Altura Ramas
editor_pushout                         Extensión Ramas
editor_iterations                      Iteraciones

editor_lights                          Luces
editor_newlight                        Nueva Luz
editor_deselectlights                  Cancelar Selección de Luces
editor_selectlight                     Seleccionar Luz
editor_adjustbrightness                Ajustar Brillo

editor_instantunits                    Unidades Iniciales
editor_instantuniteditor               Editor de Unidades Iniciales
editor_numentities                     Nº de Entidades
editor_spread                          Extensión
editor_inunit                          En Unidad

editor_coloureditor                    Editor de Colores
editor_red                             Rojo
editor_green                           Verde
editor_blue                            Azul
editor_alpha                           Alfa

editor_toggleeditor                    Activar/Desactivar Editor

editor_globalworldeditor               Editor Global del Mundo
editor_editlocations                   Editar Lugares
editor_movelocations                   Mover Lugares
editor_createnewlocation               Crear Nuevo Lugar
editor_savelocations                   Guardar Lugares

editor_cameramounts                    Posiciones de Cámara
editor_cameraanims                     Animaciones de Cámara
editor_cameraanim                      Animación de Cámara
editor_createnewmount                  Crear Nueva Posición
editor_goto                            Ir a
editor_update                          Actualizar
editor_del                             Supr

editor_buildings                       Edificios
editor_buildingid                      ID Edificio
editor_link                            Enlace
editor_dynamic                         Dinámico
editor_isglobal                        Es Global
editor_buildingtype                    Tipo de Edificio
editor_createbuilding                  Crear Edificio

editor_spirits                         Espíritus
editor_targetlocation                  Lugar Objetivo
editor_scale                           Escala
editor_mode                            Modo
editor_disabling                       Deshabilitando
editor_enabling                        Habilitando
editor_enabled                         Habilitado
editor_disabled                        Deshabilitado
editor_numants                         Nº Hormigas
editor_capacity                        Capacidad
editor_entitytype                      Tipo de Entidad
editor_toggledby                       ActivadoPor
editor_research                        Investigación
editor_level                           Nivel
editor_pitch                           Inclinación
editor_force                           Fuerza
editor_variance                        Variación
editor_reload                          Recarga
editor_usetrigger                      UtilizarActivación
editor_triggerX                        ActivaciónX
editor_triggerZ                        ActivaciónZ
editor_triggerrad                      RadioDeActivación
editor_altitude                        Altitud
editor_segment                         Segmento
editor_count                           Recuento
editor_period                          Periodo
editor_searchradius                    RadioDeBúsqueda
editor_maxpopulation                   PoblaciónMáx
editor_clearlinks                      Borrar Enlaces
editor_range                           Alcance
editor_script                          Script
editor_always                          Siempre
editor_never                           Nunca
editor_cameraenter                     Entrada de Cámara
editor_cameraview                      Vista de Cámara
editor_shape                           Forma
editor_fuel                            Combustible
editor_passengers                      Pasajeros
editor_spawnport                       Puerto de Generación
editor_requiredscore                   Puntuación Necesaria
editor_pointspersec                    PuntosPorSegundo
editor_minlinks                        NodosActivosMínimos
editor_powerlink1                      Torre Eléctrica 1
editor_powerlink2                      Torre Eléctrica 2
editor_spawnlimit                      Generaciones Máximas
editor_leafdrop                        Ritmo de Caída de Hojas
editor_neveron                         Nunca Activado
editor_switchonce                      Encender Una Vez

spawnname_spawnvirii                   GenerarVirus
spawnname_spawncentipedes              GenerarCiempiés
spawnname_spawnspider                  GenerarArañas
spawnname_spawnspirits                 GenerarEspíritus
spawnname_spawneggs                    GenerarHuevos
spawnname_spawntriffideggs             GenerarHuevosDeTrífido
spawnname_spawndarwinians              GenerarDarwinianos


# =================================================
# Building Names
# =================================================

buildingname_invalid                   NoVálido
buildingname_factory                   Fábrica
buildingname_cave                      Cueva
buildingname_radardish                 AntenaRadar
buildingname_laserfence                BarreraLáser
buildingname_controltower              TorreDeControl
buildingname_gunturret                 Cañón
buildingname_bridge                    Puente
buildingname_powerstation              CentralEnergética
buildingname_tree                      Árbol
buildingname_wall                      Muro
buildingname_trunkport                 PuertoTroncal
buildingname_researchitem              Investigación
buildingname_library                   Biblioteca
buildingname_generator                 Generador
buildingname_pylon                     TorreEléctrica
buildingname_pylonstart                TorreEléctricaInicio
buildingname_pylonend                  TorreEléctricaFinal
buildingname_solarpanel                PanelSolar
buildingname_tracklink                 VíaEnlace
buildingname_trackjunction             VíaEmpalme
buildingname_trackstart                VíaInicio
buildingname_trackend                  VíaFinal
buildingname_refinery                  Refinería
buildingname_mine                      Mina
buildingname_yard                      Taller
buildingname_displayscreen             PantallaDeVisualización
buildingname_upgradeport               PuertoDeMejoras
buildingname_primaryupgrade            MejoraPrimaria
buildingname_incubator                 Incubadora
buildingname_anthill                   Hormiguero
buildingname_safearea                  ÁreaSegura
buildingname_triffid                   Trífido
buildingname_spiritreceiver            ReceptorDeEspíritus
buildingname_receiverlink              EnlaceReceptor
buildingname_spiritspawner             GeneradorDeEspíritus
buildingname_spiritprocessor           ProcesadorDeEspíritus
buildingname_spawnpoint                PuntoDeGeneración
buildingname_spawnpopulationlock       BloqueoDeGeneraciónDePoblación
buildingname_spawnpointmaster          PuntoMaestroDeGeneración
buildingname_spawnlink                 EnlaceDeGeneración
buildingname_aitarget                  ObjetivoIA
buildingname_aispawnpoint              PuntoDeGeneraciónIA
buildingname_blueprintstore            DepósitoDeProyectos
buildingname_blueprintconsole          ConsolaDeProyectos
buildingname_blueprintrelay            RepetidorDeProyectos
buildingname_scripttrigger             ActivadorDeScripts
buildingname_spam                      Spam
buildingname_goddish                   AntenaDeDios
buildingname_staticshape               FormaEstática


# =================================================
# Bootloaders
# =================================================

bootloader_amiga                       .                Darwinia - Versión Final               Craqueado por      DMA Crew            He estado programando durante 38 horas seguidas para hacer que este crack funcionara. Acabo de escribir esta introducción a toda prisa. Siento que sea un poco estúpida pero sólo le he dedicado 12 minutos. He estado bebiendo café y Red Bull todo el día, creo que mis lóbulos frontales están sangrando. Recuerdos para Alistair, Chris, Jo, Johnny, Mark, Michael, Tom y todos los beta testers. Más recuerdos para el difunto Jay Miner por crear Amiga y a todos los programadores de demos de todas partes por enseñarle al resto del mundo para lo que sirven realmente los ordenadores.        Nos veremos de nuevo en la próxima publicación de DMA Crew...

bootloader_credits_1                   Creado por
bootloader_credits_2                   Chris Delay
bootloader_credits_3                   Andrew Bainbridge
bootloader_credits_4                   Producido por
bootloader_credits_5                   Introversion Software
bootloader_credits_6                   Mark Morris
bootloader_credits_7                   Thomas Arundel
bootloader_credits_8                   Chris Delay
bootloader_credits_9                   John Knottenbelt
bootloader_credits_10                  Diseño y Producción de Sonido
bootloader_credits_11                  Alistair Lindsay
bootloader_credits_12                  Michael Maidment
bootloader_credits_13                  Música
bootloader_credits_14                  Trash80
bootloader_credits_15                  www.trash80.net
bootloader_credits_16                  Música del Tema Introductorio
bootloader_credits_17                  Mathieu Stempell
bootloader_credits_18                  (Dma-Sc)
bootloader_credits_19                  Música Adicional
bootloader_credits_20                  Paul Slocum
bootloader_credits_21                  Protagonizado por
bootloader_credits_22                  Peter Hutchison
bootloader_credits_23                  como el Dr. Sepulveda
bootloader_credits_24                  y Maddie la gata
bootloader_credits_25                  como la voz de los darwinianos.
bootloader_credits_26                  Formas adicionales
bootloader_credits_27                  Michelle Jones
bootloader_credits_28                  Kelvin Liew
bootloader_credits_29                  Diseño gráfico adicional
bootloader_credits_30                  Jo Stansfield
bootloader_credits_31                  Adaptaciones para Mac y Linux
bootloader_credits_32                  John Knottenbelt
bootloader_credits_33                  Distribución en el Reino Unido
bootloader_credits_34                  Pinnacle Software
bootloader_credits_35                  Editor para Mac
bootloader_credits_36                  Ambrosia Software
bootloader_credits_37                  Beta Testers
bootloader_credits_38                  DARWINIA
bootloader_credits_39                  Un mundo onírico digital
bootloader_credits_40                  de Introversion Software
bootloader_credits_41                  Desarrollo Adicional
bootloader_credits_42                  Gary Chambers
bootloader_credits_43                  Stepan Hbrek
bootloader_credits_44                  James Lawton

bootloader_fodder_1                    Este juego no está respaldado
bootloader_fodder_2                    de ninguna forma por
bootloader_fodder_3                    SENSIBLE SOFTWARE

bootloader_life                        EL JUEGO DE LA VIDA
bootloader_life_1                      Estos patrones complejos de comportamiento surgen de un
bootloader_life_2                      conjunto muy simple de reglas básicas, que todos los darwinianos de la colonia siguen.
bootloader_life_3                      Dichas reglas se basan en el famoso 'Juego de la Vida' diseñado por John Conway.
bootloader_life_4                      - Tres darwinianos agrupados en torno a una celda vacía crearán un nuevo darwiniano en dicha celda
bootloader_life_5                      - Un darwiniano en una celda con 2 ó 3 vecinos vivirá una vida feliz y sociable
bootloader_life_6                      - Un darwiniano en una celda con 1 único vecino o sin ninguno morirá siendo un alma solitaria
bootloader_life_7                      - Un darwiniano con 4 vecinos o más morirá de hambre
bootloader_life_8                      - (añadida) Un darwiniano tiene una vida máxima de 50 años
bootloader_life_9                      Los darwinianos vivirán durante muchos años felices y prósperos según este sencillo sistema.
bootloader_life_10                     La regla final que rige la edad es única en Darwinia y, a pesar de que la colonia puede vivir
bootloader_life_11                     durante muchos cientos de años, esta cruel adición es el toque funesto,
bootloader_life_12                     que garantiza la eventual extinción de toda la tribu.
bootloader_life_13                     Todos los miembros del Proyecto Darwin de Vida Digital acordaron que a los darwinianos
bootloader_life_14                     se les debe enseñar el concepto de su propia mortalidad a la primera ocasión posible.
bootloader_life_15                     Pulsa g para regenerar
bootloader_life_16a                    Música de Paul Slocum
bootloader_life_16b                    (http://qotile.net/)
bootloader_life_17                     Edad de la colonia en años:
bootloader_life_18                     Pulsa h para recibir ayuda

bootloader_raytrace_1                  No te asustes, el juego comenzará en breves momentos,
bootloader_raytrace_2                  pero antes de comenzar pensamos que
bootloader_raytrace_3                  despertaríamos tu apetito con un
bootloader_raytrace_4                  programa de trazado de rayos jejeje :)
bootloader_raytrace_5                  Introversion manda un saludo a DMA_SC
bootloader_raytrace_6                  por permitirnos utilizar su magnífica pista
bootloader_raytrace_7                  al estilo de los viejos tiempos llamada
bootloader_raytrace_8                  VISITORS FROM DREAMS
bootloader_raytrace_9                  Pulsa h para recibir ayuda

bootloader_raytrace_10                 AYUDA DEL PROGRAMA DE TRAZADO DE RAYOS
bootloader_raytrace_11                 Resolución
bootloader_raytrace_12                 Reflejo
bootloader_raytrace_13                 Onda de Píxeles
bootloader_raytrace_14                 Desenfoque por Movimiento
bootloader_raytrace_15                 Desenfoque de Píxeles
bootloader_raytrace_16                 Brillo
bootloader_raytrace_17                 Cámara Estática
