# =================================================
# Errors
# =================================================

error                                  Error
buildingname_spawnlink                 SpawnLink
buildingname_aitarget                  AITarget
buildingname_aispawnpoint              AISpawnPoint
buildingname_blueprintstore            BlueprintStore
buildingname_blueprintconsole          BlueprintConsole
buildingname_blueprintrelay            BlueprintRelay
buildingname_scripttrigger             ScriptTrigger
buildingname_spam                      Spam
buildingname_goddish                   GodDish
buildingname_staticshape               StaticShape

buildingname_rocketturret		RocketTurret
buildingname_grenadeturret		GrenadeTurret
buildingname_flameturret		FlameTurret
buildingname_subversionturret		SubversionTurret
buildingname_laserturret		LaserTurret

# =================================================
# Bootloaders
# =================================================

bootloader_amiga                       .                               Darwinia  -  Final Release                    Cracked by                DMA Crew                I've been coding for 38 hours straight getting this crack working. I just quickly wrote this intro. Sorry it's a bit crap but I only spent 12 minutes on it. Been drinking coffee and Red Bull all day - I think my frontal lobes are bleeding. Greetz to Alistair, Chris, Jo, Johnny, Mark, Michael, Tom and all the beta testers. Further greetz to the late Jay Miner for creating the Amiga and all demo coders everywhere for showing the rest of the world what computers are really for.                See you all again on the next quality release from DMA Crew...

bootloader_credits_1                   Created by
bootloader_credits_2                   Chris Delay
bootloader_credits_3                   Andrew Bainbridge
bootloader_credits_4                   Produced by
bootloader_credits_5                   Introversion Software
bootloader_credits_6                   Mark Morris
bootloader_credits_7                   Thomas Arundel
bootloader_credits_8                   Chris Delay
bootloader_credits_9                   John Knottenbelt
bootloader_credits_10                  Sound Design and Production
bootloader_credits_11                  Alistair Lindsay
bootloader_credits_12                  Michael Maidment
bootloader_credits_13                  Music
bootloader_credits_14                  Trash80
bootloader_credits_15                  www.trash80.net
bootloader_credits_16                  Intro Theme Music
bootloader_credits_17                  Mathieu Stempell
bootloader_credits_18                  (Dma-Sc)
bootloader_credits_19                  Additional Music
bootloader_credits_20                  Paul Slocum
bootloader_credits_21                  Starring
bootloader_credits_22                  Peter Hutchison
bootloader_credits_23                  as Dr Sepulveda
bootloader_credits_24                  and Maddie the cat
bootloader_credits_25                  as the voice of the Darwinians
bootloader_credits_26                  Additional shapes
bootloader_credits_27                  Michelle Jones
bootloader_credits_28                  Kelvin Liew
bootloader_credits_29                  Additional graphic design
bootloader_credits_30                  Jo Stansfield
bootloader_credits_31                  Mac and Linux Ports
bootloader_credits_32                  John Knottenbelt
bootloader_credits_33                  UK Distribution
bootloader_credits_34                  Pinnacle Software
bootloader_credits_35                  Mac Publisher
bootloader_credits_36                  Ambrosia Software
bootloader_credits_37                  Beta Testers
bootloader_credits_38                  DARWINIA
bootloader_credits_39                  A digital dreamscape
bootloader_credits_40                  by Introversion Software
bootloader_credits_41                  Further Development
bootloader_credits_42                  Gary Chambers
bootloader_credits_43                  Stepan Hbrek
bootloader_credits_44                  James Lawton

bootloader_fodder_1                    This game is not in any way
bootloader_fodder_2                    endorsed by
bootloader_fodder_3                    SENSIBLE SOFTWARE

bootloader_life                        GAME OF LIFE
bootloader_life_1                      These complex behaviour patterns emerge from a very
bootloader_life_2                      simple set of basic rules, that all darwinians in the colony obey.
bootloader_life_3                      These rules are based on the well known 'Game Of Life' designed by John Conway.
bootloader_life_4                      - Three darwinians clustered around an empty cell will birth a new darwinian in that cell
bootloader_life_5                      - A darwinian in a cell with 2 or 3 neighbours will live a happy and sociable life
bootloader_life_6                      - A darwinian in a cell with just 1 neighbour or no neighbours will die a lonely soul
bootloader_life_7                      - A darwinian with 4 neighbours or more will die of starvation
bootloader_life_8                      - (added) A darwinian has a maximum life of 50 years
bootloader_life_9                      The Darwinians will live many happy and prosperous years under this simple system.
bootloader_life_10                     The final rule governing age is unique to Darwinia, and even though the colony may live
bootloader_life_11                     for many hundreds of years, this cruel addition is the touch of doom,
bootloader_life_12                     guaranteeing the eventual extinction of the entire tribe.
bootloader_life_13                     It was agreed by all on the Darwin Digital Life project that the Darwinians
bootloader_life_14                     must be taught the concept of their own mortality at the earliest possible opportunity.
bootloader_life_15                     Press g to regenerate
bootloader_life_16a                    Music by Paul Slocum
bootloader_life_16b                    (http://qotile.net/)
bootloader_life_17                     Colony age in years :
bootloader_life_18                     Press h for help

bootloader_raytrace_1                  Don't panic, the game will begin shortly,
bootloader_raytrace_2                  but before we get started we thought we'd
bootloader_raytrace_3                  whet your appetite with a lovely
bootloader_raytrace_4                  software raytracer hehehe :)
bootloader_raytrace_5                  Introversion sends out greetz to DMA_SC
bootloader_raytrace_6                  for letting us use this wicked old-school
bootloader_raytrace_7                  track which is called
bootloader_raytrace_8                  VISITORS FROM DREAMS
bootloader_raytrace_9                  Press h for help

bootloader_raytrace_10                 RAY TRACER HELP
bootloader_raytrace_11                 Resolution
bootloader_raytrace_12                 Reflectiveness
bootloader_raytrace_13                 Pixel Wave
bootloader_raytrace_14                 Motion Blur
bootloader_raytrace_15                 Pixel Blur
bootloader_raytrace_16                 Brightness
bootloader_raytrace_17                 Static Camera
bootloader_raytrace_18                 Controllable Camera
bootloader_raytrace_19                 Rotating Camera
bootloader_raytrace_20                 Rotate Light Source
bootloader_raytrace_21                 Rotate Camera
bootloader_raytrace_22                 Horizontal Camera Movement
bootloader_raytrace_23                 Vertical Camera Movement

bootloader_soul_0                      thinking
bootloader_soul_1                      feeling
bootloader_soul_2                      judgement
bootloader_soul_3                      perception
bootloader_soul_4                      sensation
bootloader_soul_5                      intuition
bootloader_soul_6                      extroversion
bootloader_soul_7                      introversion
bootloader_soul_8                      INTROVERSION SOFTWARE
bootloader_soul_9                      Video game design with soul

nest_intro_1a				This location is the most direct path out of our enclave.
nest_intro_1b				Unfortunately, the way through is overrun by the virus.

nest_intro_2a				This nest of spiders is our ultimate goal.
nest_intro_2b				We need to clear the spiders out in order to reach the trunk port beyond.
nest_intro_2c				The virus is deep rooted in these parts of the world, the trees themselves are twisted.
nest_intro_2d				There is also something odd in the nest. Investigate it.

nest_intro_3a				To reach the spiders, we will need to cross over to this island.
nest_intro_3b				The incubator here has been damaged by the virus, but we should be able to recapture it.
nest_intro_3c				We can use the spirits from the virii to boost our numbers for the final push

nest_intro_4a				This area was one of Sepulveda's theme park zones
nest_intro_4b				These turrets were to be used to defend against a landing here by insertion squads
nest_intro_4c				The virus can't use them, but they are our only hope of taking on the spiders



