# =================================================
# Errors
# =================================================

error                                  Fehler
containmentend_mine3                   Ich habe diese Welt so erschaffen, dass sie ganz allein im Besitz der Darwinianer ist und allein von diesen in Funktion gehalten werden kann. Das heißt, alle Anlagen müssen von Darwinianern bedient werden.
containmentend_mine3b                  Generationen von darwinschen Bergleuten haben in diesen Schächten gearbeitet, bevor der Virus einfiel.
containmentend_mine4                   Wie dem auch sei,
containmentend_mine5                   Wenn die Primitiven gewonnen sind, werden sie zum Bauhof gebracht, wo sie weiterverarbeitet werden.

containmentend_5                       Die Minen erzeugen Primitive, die dann zum Bauhof transportiert werden.
containmentend_5b                      Doch der Bauhof ist auf Strom angewiesen, der vom Generator kommt.

containmentend_generator1              Das hier ist der Generator. Hier wird die Energie, die Darwinia am Laufen hält, produziert und gesteuert.
containmentend_generator1b             Die Solarpaneele, die hier in der Gegend angebracht sind, fangen die Energie auf, die von dem Seelenreservoir im Zentrum von Darwinia produziert wird.
containmentend_generator2              Wie die meisten Gebäude in Darwinia müssen auch diese Paneele von Darwinianern bedient werden.
containmentend_generator3              Dieses Gebäude hier ist Darwinias primärer Stromgenerator.
containmentend_generator3b             Er moduliert die Energie der Solarpaneele in einen regulierten Energiestrom, den wir nutzbar machen können.
containmentend_generator4              Dieser Energiestrom fließt dann durch das Verbindungsportal in den Bauhof.
containmentend_generator5              Leider ist das Verbindungsportal außer Betrieb, weshalb wir die Verbindung von der anderen Seite her aktivieren müssen, sobald wir den Bauhof erreicht haben.

containmentend_6                       Der Generator produziert also die Energie.
containmentend_6b                      Der Bauhof bezieht die Energie und die Primitiven - und hier werden wir also die neue Waffenplattform konstruieren.
containmentend_7                       Falls du Hilfe bei diesen Aufgaben benötigst, öffnest du die Ziele-Seite…
containmentend_7_kbd                   Falls du bei diesen Aufgaben Hilfe brauchst, halte [KEYICONSTASKMANAGERDISPLAY] gedrückt und rechtsklicke mit der Maus, um die Seite mit den Zielen aufzurufen.
containmentend_7_icons                 Falls du bei diesen Aufgaben Hilfe benötigst, öffnest du die Ziele-Seite.
containmentend_7_icons_kbd             Falls du bei diesen Aufgaben Hilfe brauchst, halte [KEYICONSTASKMANAGERDISPLAY] gedrückt und zeige mit der Maus unten auf die Seite mit den Zielen.
containmentend_7b_kbd                  Dort kannst du auf eines der angegebenen Ziele klicken, und ich werd's Dir erklären.
containmentend_7b_xin                  ...Dort kannst du eines der angegebenen Ziele wählen, und ich werd's Dir erklären.
containmentend_8                       Viel Glück!


# ================================================
# Purity Control
# ================================================

puritycontrol_1                        So, jetzt reden wir mal offen miteinander. Wir wissen, dass du für das Spiel nicht bezahlt, sondern es gratis aus dem Internet geladen hast.
puritycontrol_2                        Naja, es ist nicht unsere Sache, über Gut und Böse zu urteilen, und schließlich ist es nicht ganz dasselbe, wie wenn du in einem Laden was stehlen würdest.
puritycontrol_3                        Aber: Dieses Spiel wurde von einem kleinen Team von unabhängigen Entwicklern programmiert, die über 3 Jahre lang daran gearbeitet haben.
puritycontrol_4                        Introversion Software wird nicht überleben und keine weiteren Spiele wie Darwinia und Uplink herausbringen können, wenn jeder unsere Spiele klaut und nicht dafür bezahlt.
puritycontrol_5                        Wenn es Dir bisher Spaß gemacht hat, würden wir vorschlagen, du besuchst unsere Webseite und kaufst das ganze Spiel.
puritycontrol_6                        Danke für dein Interesse an Darwinia, und wir freuen uns, dass du die richtige Entscheidung treffen wirst.


# ================================================
# Generator
# ================================================

generator_objective1                   Erzeugung von 65 Gq/s Energie

generator_primary_1                    Dieses Gebäude hier ist Darwinias primärer Stromgenerator. Er versorgt alle Anlagen und Gebäude mit Strom.
generator_primary_2                    Wir werden anfangen, Waffen zu bauen, mit denen wir die Invasion abwehren können, und dazu brauchen wir eine ganze Menge mehr Energie.
generator_panels_1                     In der Landschaft sind drei Gruppen von Solarpaneelen verstreut. Wie die meisten Gebäude in dieser Welt brauchen auch sie Darwinianer zu ihrer Bedienung.
generator_panels_2                     Sobald sie in Betrieb sind, fangen sie die Energie auf, die von dem Seelenreservoir im Zentrum von Darwinia produziert wird.
generator_panels_3                     Diese Energie wird dann über Pylonen an den primären Generator übertragen, der sie in eine Form  bringt, die in den Gebäuden in ganz Darwinia genutzt werden kann.
generator_panels_4                     Wir brauchen eine Energiemenge von mindestens 65 Gigaquads pro Sekunde, um etwas Vernünftiges auf die Beine zu bringen.
generator_panels_5                     Dieses Verbindungsportal würde normalerweise die modulierte Energie in den Bauhof transportieren.
generator_panels_6                     Leider gibt es keine Möglichkeit, ihn von hier aus zu öffnen, weshalb wir das von der anderen Seite aus, also im Bauhof, tun müssen.
generator_panels_7                     Aber darum kümmern wir uns später.


# ================================================
# Cutscene after Mine and Generator
# ================================================

yard_available_1                       OK, ich habe die Blaupausen für die Waffenplattform fertig und sie in das System geladen.
yard_available_2                       Wenn du so weit bist, komm runter auf die Ebene des Bauhofs. Wir müssen ihn in Betrieb setzen und sofort mit der Produktion beginnen.


# ================================================
# Construction Yard
# ================================================

yard_objective_1                       Aktivieren des Generator-Verbindungsportals
yard_objective_2                       Aufnahme der Waffenproduktion
yard_objective_3                       Vernichtung der Ameiseninfektion

yard_intro_1                           Dies ist der Bauhof. Von hier aus konnte ich den Bau praktisch aller Gebäude auf Darwinia organisieren.
yard_intro_2                           Die Darwinianer benutzen den Bauhof manchmal für ihre privaten Zwecke, wenn sie meinen, dass ich es nicht sehe. Ich würd's Dir gern zeigen, wenn ich die Zeit hätte.
yard_intro_3                           Aber das wird alles warten müssen.
yard_genport_1                         Du wirst Dich erinnern, dass wir die Verbindungsportal-Verbindung vom Generator aus nicht aktivieren konnten.
yard_genport_2                         Deshalb musst du die Verbindung von dieser Seite öffnen, damit der regulierte Energiestrom durchfließen kann.
yard_intro_4                           Dieser Bauhof treibt such die Minenwagen. Die gewonnenen Primitiven aus der Mine werden hier ankommen, sobald die Wagen wieder in Betrieb sind.
yard_intro_5                           Unter Verwendung der Primitiven und des regulierten Energiestroms kann der Bauhof unsere Waffenplattform bauen, die ich der Einfachheit halber "Panzer" nenne.
yard_intro_6                           Ich habe eine Art gepanzerten Wagen als Truppenträger entworfen, der sich in eine Kanone verwandeln lässt, die entweder von Dir oder von den Darwinianern bedient werden kann.
yard_safearea_1                        Wenn der Bauhof wieder in Betrieb ist und die Panzerproduktion anläuft, dann musst du die Umgebung von der Ameiseninfektion befreien und die Verbindungsportale öffnen.
yard_safearea_2                        Dies ist der Ausgangspunkt in die schwer infizierten Bereiche von Darwinia und muss deshalb komplett gesäubert werden.
yard_intro_7                           Wenn wir einmal diese neuen Waffen haben, erhöhen sich unsere Chancen, die Infektion zu bekämpfen. Viel Glück!

yard_progress_1                        OK, die Verbindungsportal-Verbindung aus dem Generator ist in Betrieb und versorgt uns mit Energie.
yard_progress_2                        Gehen wir zum Bauhof, um ihn wieder in Gang zu setzen.

yard_progressarmour_1                  Gut gemacht, jetzt produzieren wir Panzer.
yard_progressarmour_2                  Als nächstes müssen wir die Ameiseninfektion beseitigen, die das Tal befallen hat.
yard_progressarmour_3                  Ich würde Dir empfehlen, den neuen Panzer zu benutzen. Er kann als Kanone eingesetzt werden, was hier nützlich sein dürfte.

yard_finished_1                        Ich habe das Panzer-Programm deiner Gestenliste hinzugefügt. Durch Zeichnen dieser Geste kannst du jetzt an jedem Ort den Panzer aufrufen.
yard_finished_1_icons_kbd              Ich habe das Panzer-Programm deiner Liste hinzugefügt. Du kannst jetzt durch Klicken auf das Panzer-Symbol im Task Manager einen Panzer anfordern.
yard_finished_1_icons_xin              Ich habe das Panzer-Programm deiner Liste hinzugefügt. Du kannst jetzt durch Wählen des Panzer-Symbols im Task Manager einen Panzer anfordern.
yard_finished_2                        Der Panzer muss durch das Verbindungsportal-System passieren; deshalb kannst du den Panzer nur in der Nähe eines Verbindungsportals anfordern, der unter deiner Kontrolle steht.


# ================================================
# Biosphere Alpha (hostage rescue)
# ================================================

biospherealpha_objective               Rettung von 100 Darwinianern

biospherealpha_primary1                Hier sind eine Menge Darwinianer gefangen, die gerettet werde müssen.
biospherealpha_primary2                Sie können sich aus eigener Kraft nicht befreien, und im Moment sind wir um jeden zusätzlichen Darwinianer froh.
biospherealpha_primary3                Öffne die Radarverbindung und geleite die Darwinianer auf die Hauptinsel.
biospherealpha_primary4                du wirst Dich dabei durch eine starke Virusinfektion kämpfen müssen.
biospherealpha_primary5                Dies ist das angestrebte Ziel. Wenn die Darwinianer einmal hier sind, sind sie in Sicherheit. Du musst mindestens 100 hierher bringen.


# ================================================
# Cutscene after Yard
# ================================================

yardend_1                              Es ist ein unglückseliger Umstand, dass die Bereiche von Darwinia, die am dichtesten bevölkert waren, jetzt die am stärksten vom Virus befallenen sind.
yardend_1b                             Das sind die Bereiche, die wir jetzt aufsuchen müssen.
yardend_2                              Wir müssen eine gemeinsame Anstrengung unternehmen, die darwinische Bevölkerung wieder zu ihrer früheren Stärke aufzubauen und die Virusinfektion ein für alle Mal zu beseitigen.
yardend_3                              Das Seelenreservoir im Zentrum von Darwinia ist der Schlüssel zu Evolution und Wiedergeburt für die Darwinianer.
yardend_3b                             Die Seelen sämtlicher toten Kreaturen finden ihren Weg dorthin, wo sie ihre Erfahrung und Weisheit in das Reservoir einbringen.
yardend_4                              Die Seelen werden je nach ihrem Erfolg im Leben sortiert und zur Empfangsstation geschickt, wo sie schließlich als neue Darwinianer wiedergeboren werden.

yardend_5                              Hier, in der Empfangsstation schweben die Seelen, die in ihrem Vorleben am erfolgreichsten waren, langsam wieder auf die Oberfläche, wo sie eine neue Chance bekommen.
yardend_6                              Die in der Umgebung verstreuten Gebäude dienen zum Auffangen der herabsteigenden Seelen und zum Weiterversand an die Biosphäre.
yardend_7                              Für die Darwinianer ist dies die heiligste Stätte der Welt.
yardend_7b                             Es ist üblich für die Darwinianer, in ihrem Leben eine Wallfahrt hierher zu unternehmen, um so den Prozess der Wiedergeburt zu unterstützen.
yardend_8                              Auf diese Weise trägt jede Generation zum Weiterbestand der Darwinianer bei.

yardend_9                              Wenn eine Seele eine gewisse Zeit im zentralen Seelenreservoir zugebracht hat, verliert sie einiges von ihrer früheren Struktur.
yardend_9b                             Anders ausgedrückt: Sie vergisst, wie das Leben auf der Welt war.
yardend_10                             Deshalb müssen die Seelen vor ihrem Wiedereintritt in die Welt als Darwinianer entsprechend aufbereitet werden. Ein Teil dieser Aufbereitung geschieht im Muster-Buffer.

yardend_11                             Er enthält die Originalblaupause der darwinschen Lebensform.
yardend_12                             Dieses Stück Code ist das rohe Digitalmuster, das eine abgenützte Seele für die Wiedergeburt aufbereitet.
yardend_13                             Das Muster kann sich im Verlauf der Zeit ändern. Es stellt das gesammelte Wissen und die Fähigkeiten aller Darwinianer dar, die jemals gelebt haben.

yardend_14                             Der Empfänger sammelt die noch nicht aufbereiteten Seelen, die aus dem Reservoir kommen.
yardend_15                             Der Muster-Buffer enthält die Originalblaupause zur Aufbereitung einer abgenützten Seele.
yardend_16                             Das Muster und die noch nicht aufbereiteten Seelen werden durch das Verbindungsportal-System in die Biosphäre gesandt, wo sie als Darwinianer wiedergeboren werden.
yardend_17                             Deine Aufgabe ist es, diese Systeme wieder in Gang zu setzen und die darwinische Bevölkerung neu aufzubauen. Viel Glück!


# ================================================
# Receiver
# ================================================

receiver_objective1                    Einsammeln von 50 Seelen pro Minute
receiver_objective2                    Aktivieren des Verbindungsportals

receiver_primary_1                     Jeder dieser Kollektoren braucht Darwinianer für die Bedienung, was bedeutet, dass du zuerst die Virusinfektion beseitigen musst.
receiver_primary_2                     Die Matrix transportiert dann die noch nicht aufbereiteten Seelen hierher. In diesem Gebäude kommen alle noch nicht aufbereiteten Seelen aus der Matrix zusammen und werden durch eine einzige Leitung weiterbefördert.
receiver_primary_3                     Wir müssen einen Durchsatz von mindestens 50 nicht aufbereiteten Seelen pro Min. erreichen, wenn wir eine Chance haben wollen, den Großteil der Darwinianer wiederherzustellen.
receiver_primary_4                     Diese nicht aufbereiteten Seelen werden dann in die Biosphäre transportiert, wo sie aufbereitet und als Darwinianer wiedergeboren werden.

receiver_trunk_1                       Nach Aufnahme der Seelen im Empfänger müssen sie in die primäre Biosphäre abgeleitet werden.
receiver_trunk_2                       Dort werden sie verarbeitet und als neue Darwinianer geboren. Öffne dieses Verbindungsportal, damit die Seelen abtransportiert werden können.


# ================================================
# Pattern Buffer
# ================================================

patternbuffer_objective1               Säubern des Musters von Infektion
patternbuffer_objective2               Aktivieren des Verbindungsportals

patternbuffer_primary_1                Unglücklicherweise hat die Infektion jetzt auch die Originalblaupause befallen.
patternbuffer_primary_2                An diesem Ort sind vier Muster-Ladegeräte verstreut. Jedes muss von Darwinianern bedient werden.
patternbuffer_primary_3                Die Muster-Ladegeräte sind eine Sicherheitseinrichtung, die ich zum Glück eingebaut habe. Sie analysieren und kopieren das Muster der Darwinianer im Gebäude.
patternbuffer_primary_4                Dieses Muster wird dann durch die schwebenden Satellitenscheiben in die Original-Blaupause gestrahlt, so dass die Infektion überschrieben wird.
patternbuffer_primary_5                du musst mindestens drei der Muster-Ladegeräte besetzen, um die Verfälschung im Muster zu berichtigen.

patternbuffer_trunk_1                  Die Original-Blaupause muss dann über dieses Verbindungsportal in die Biosphäre übertragen werden.
patternbuffer_trunk_2                  Das ist seltsam - dieses Verbindungsportal wurde bereits geöffnet.

patternbuffer_redarmy_1                Was in Teufels Namen ...
patternbuffer_redarmy_2                Wie bist du hier reingekommen?
patternbuffer_redarmy_3                Pass auf, es sieht aus, als kämen da einige korrupte Darwinianer unseres Wegs, und sie sehen alles andere als freundlich aus.


# ================================================
# Cutscene after Receiver and Pattern Buffer
# ================================================

prebiosphere_1                         Die bösen Darwinianer, die wir beim Muster-Buffer gesichtet haben, kamen mit Sicherheit aus der Biosphäre.
prebiosphere_2                         Es macht den Anschein, als hätten die Viren einen Teil der Wiedergeburtsanlage infiziert, so dass das verfälschte Muster jetzt rote statt grüne Darwinianer erzeugt.
prebiosphere_3                         Dies ist eine Entwicklung, mit der wir nicht gerechnet haben. Das wird es wesentlich schwieriger machen, die Biosphäre zurückzuerobern.


# ================================================
# Biosphere
# ================================================

biosphere_objective1                   Vernichtung der Roten Armee

biosphere_primary_1                    Dies ist der Geburtsort der darwinschen Zivilisation. Jeder Darwinianer, der je gelebt hat, wurde ursprünglich hier geboren.
biosphere_primary_2                    Wenn wir diese Biosphäre erobern können, haben wir die darwinschen Bevölkerungszahlen schnell dort, wo wir sie haben wollen.
biosphere_primary_3                    Die Darwinianer werden in Brutpunkten geboren, die überall auf den Insel verstreut sind. Wie alle Gebäude auf Darwinia, erfordern auch die Brutpunkte Darwinianer zu ihrer Bedienung.
biosphere_primary_4                    Um eine chronische Übervölkerung zu verhindern, untersteht die Zahl der Darwinianer, die ausgebrütet werden können, einer Beschränkung.
biosphere_primary_5                    Dies ist der Master-Brutpunkt. Hier wird die Geburtsrate kontrolliert. Von hier aus werden die umliegenden Brutpunkte kontrolliert und aufeinander abgestimmt.
biosphere_primary_6                    Hier werden die noch nicht aufbereiteten Seelen aus dem Empfänger entnommen und mithilfe des Codesignals aus dem Muster-Buffer verarbeitet.
biosphere_primary_7                    Anschließend werden die aufbereiteten Seelen an die Brutpunkte geleitet.
biosphere_primary_8                    Unglücklicherweise hat der Virenbefall im Muster dazu geführt, dass der ganze Ort von bösen roten Darwinianern wimmelt.
biosphere_primary_9                    Du wirst deine Grüne Armee stärken müssen, damit sie die Brutpunkte besetzen können.
biosphere_primary_10                   Dies wird ein harter Kampf, aber hoffentlich bringt er die Entscheidung. Dies ist einer der letzten Orte, die noch stark infiziert sind. Viel Glück!

biosphere_reddead_1                    Sieht aus, als hätten wir die Rote Armee so ziemlich dem Boden gleich gemacht.

biosphere_end_1                        Jetzt hab ich's raus!  Jetzt weiß ich, wie das passiert ist.
biosphere_end_2                        Komm runter zum Tempel. Ich zeig's Dir. Und ich weiß, wie ich es ein für alle Mal stoppen kann.

rockhead_1                             Die Darwinianer haben mal ein Bild von mir gesehen. Sie haben Tage lang gefeiert. Für ein paar wenige Sekunden wurde meine Visage am Himmel über Darwinia projiziert.
rockhead_2                             Ich arbeitete gerade am Rendercode für den Himmel und die Texturdaten wurden versehentlich mit einem Live-Bild von meiner Webcam überschrieben, etwa so, wie du mich jetzt am Bildschirm siehst.
rockhead_3                             Seit jenem Tag übernehmen die Darwinianer den Bauhof, wenn ich nicht hinsehe und bauen diese Felsengesichter, die sie dann in der ganzen Welt verbreiten.
rockhead_4                             Da erst ist mir klar geworden, was für eine Verantwortung ich als ihr Schöpfer trage.


# ================================================
# Temple
# ================================================

temple_intro_1                         Vor langer Zeit begannen die Darwinianer mit dem Bau eines Tempels. Es war ihr Traum, mit mir in eine Art Zwiegespräch zu treten.
temple_intro_2                         Ich dachte nie, dass ihnen das jemals gelingen würde.
temple_intro_3                         Eigentlich ganz schön genial. Sie fanden einen Weg, eines der Verbindungsportale mit dem auszurichten, was sie für den Himmel hielten - dem Seelenreservoir im Zentrum von Darwinia.
temple_intro_4                         In dem Glauben, mit Gott zu sprechen, schafften sie es, einen Datenstrom zu eröffnen und begannen, Dateien von meinem Computer herunterzuladen.
temple_intro_5                         Als erstes waren meine Forschungsprogramme dran.
temple_intro_6                         Ich war zu der Zeit mit meinen Gedanken woanders. Ich hätte sie genauer beobachten müssen.
temple_intro_7                         Sie hatten damit die Schemata und die Entwürfe zur Erschaffung von Darwinia. Für diese Informationen waren sie nicht gerüstet.
temple_intro_8                         Zum ersten Mal begannen sie, die Natur ihrer simulierten digitalen Existenz zu begreifen.
temple_intro_9                         Als nächstes luden sie meine ganzen Emails herunter. Da habe ich gemerkt, dass etwas nicht in Ordnung war.
temple_intro_10                        Ich befürchtete das Schlimmste und schaltete die Verbindung ab. Aber es war schon zu spät.
temple_intro_11                        Unter den Emails waren ein paar Spam-Mails, infiziert von einem besonders schädlichen Internet-Virus.
temple_intro_13                        Ich konnt's gar nicht fassen.
temple_intro_14                        Der Virus verwandelte die Darwinianer in die zerstörerischen Kreaturen, die wir jetzt die ganze Zeit schon bekämpfen.
temple_intro_15                        Dann begannen sie, die Überlebenden anzugreifen.
temple_intro_16                        Sie replizierten sich mit rasanter Geschwindigkeit. Bevor ich etwas unternehmen konnte, hatten sie praktisch das ganze System in ihrer Gewalt.
temple_intro_17                        Ich war nahe dran, den globalen Reset-Knopf zu drücken. Ich war überzeugt, dass mein Lebenswerk zerstört war.
temple_intro_18                        Und gerade in dem Augenblick bist du aufgetaucht. Und Dank sei Gott, dass er Dich geschickt hat.

temple_primary_1                       Drei der Spam-Emails existieren noch, und sie sind nach wie vor aktiv.
temple_primary_1b                      Alles, was in ihre Nähe kommt, wird verfälscht und in einen Virus verwandelt.
temple_primary_2                       Die gute Nachricht ist, dass wir den Virus an diesem Ort hier in die Enge getrieben haben. Diese infizierten Emails sind die letzten Quellen des Virus und müssen zerstört werden.
temple_primary_3                       Du musst Dich dorthin begeben und sie mit Sprengstoff aus nächster Nähe in die Luft jagen. Los geht's!

temple_objective                       Vernichtung infizierter Emails


# =================================================
# Game Over
# =================================================

gameover_1                             Fantastisch, damit ist die letzte infizierte Email zerstört.
gameover_2                             Wenn du so weit bist, verlass den Ort, und wir werden uns zusammen unsere neue Welt anschauen.


# =================================================
# Intro
# =================================================

intro_1                                Introversion Software präsentiert:
intro_2                                DARWINIA
intro_3                                Verbindung zum Darwin Research Associates Project Server wird aufgebaut ...
intro_4                                Datenstrom geöffnet.
intro_5                                Willkommen beim ersten digitalen Themen-Park im Internet.
intro_6                                Bitte versuche, die einheimischen Darwinianer nicht zu verletzen oder zu verängstigen.
intro_7                                Warnung : Fehler im Datenstrom entdeckt.
intro_8                                Im Namen von Dr Sepulveda und seines Teams hoffen wir, dass dein Besuch Dir gefallen hat.
intro_9                                Warnung : Fehler im Datenstrom entdeckt.
intro_10                               Warnung : ErroHrs det.c.d in data stre.m.

intro_ambrosia_1                       Mac OS X Port herausgegeben von
intro_ambrosia_2                       Ambrosia Software

intro_bootloader                       Neueinsteigereinführung

# =================================================
# Outro
# =================================================

outro_biosphere_1                      Ich bezweifle, dass die Darwinianer je vergessen werden, was vorgefallen ist.
outro_biosphere_1b                     Im Gegenteil, ich glaube, dies wird sich als ein entscheidender Moment in ihrer Geschichte erweisen.
outro_biosphere_2                      Sie sind jetzt sehr viel ehrgeiziger, kühner und stärker und auch klüger als je zuvor. Aber sie haben ihre Unschuld verloren.
outro_biosphere_2b                     Die Schlacht in der Biosphäre ist zweifellos das dunkelste Kapitel in der bisherigen Darwinischen Geschichte.
outro_biosphere_3                      Der Verlust so vieler Leben in so kurzer Zeit und der Gedanke, dass die Darwinianer ihresgleichen bekämpften, macht die Sache um so viel schlimmer.

outro_receiver_1                       Von all denen, die umkamen, werden die Darwinianer, die vom Seelenvernichter zermalmt wurden, wohl am längsten im Gedenken der Darwinianer verbleiben.
outro_receiver_2                       Ihre Seelen sind unwiderruflich verloren, ohne jede Hoffnung auf ein Leben nach dem Tod oder eine Wiedergeburt.
outro_receiver_3                       Ihre gebrochenen Seelen werden die Orte, an denen sie umgekommen sind, für immer heimsuchen, bis ans Ende der Zeit.
outro_receiver_4                       Aus diesem Grund verstehen die Darwinianer jetzt, wohl zum ersten Mal, was es wirklich für einen von ihnen bedeutet, zu sterben.

outro_containment_1                    Es ist mein Wunsch, dass Darwinia lang, nachdem ich nicht mehr bin, weiter bestehen und sich entwickeln wird.
outro_containment_1b                   Ich begann das Darwinische digitale Lebensprojekt vor über einem Jahrzehnt, und ich habe jeden Tag in völliger Isolation daran gearbeitet.
outro_containment_2                    ... nur, damit mein Lebenswerk jetzt durch einen kompletten Fremdling gerettet würde.
outro_containment_3                    Du sollst mir helfen, meine Arbeit weiterzuführen. Ich werde Dir ein Profil zukommen lassen, mit dem du Zugang zu jedem Ort in Darwinia hast.
outro_containment_4                    Ich habe eingesehen, dass ich nicht mehr fähig bin, Darwinia in eigener Regie zu führen. Ich will Dir die Tools übergeben, die ich zu seiner Erschaffung benutzt habe.
outro_containment_5                    Du sollst mir helfen, das Projekt zu vollenden.

outro_10                               Ich übermittle die Berechtigungen an den Welt-Editor in deinem Computer. Das ist das Tool, mit dem ich alle Orte geschaffen habe, die du bisher gesehen hast. Du kannst darauf über das Hauptmenü zugreifen, wenn du im Himmel bist.
outro_11                               Außerdem sende ich Dir ein neues Benutzerprofil, das ich AccessAllAreas genannt habe. Du kannst es über das Profile-Menü laden. Es gibt Dir vollen Zugang zu allen Orten, die du in Darwinia besucht hast.

outro_1                                Wenn ich an die Anzahl von Geschichten und Legenden denke, die seit dem Ausbruch in Umlauf gebracht worden sind ... das macht mir direkt Angst ...
outro_2                                Ich fürchte, die Darwinianer haben ein sehr gutes Gedächtnis. Sie erzählen noch immer Geschichten über die Insel, die beim Serverabsturz im letzten Jahr im Meer versunken ist.
outro_3                                Ich kann nicht beurteilen, was für eine Wirkung dieser Krieg auf die Darwinianer haben wird. Und ich weiß nicht, was sie als nächstes tun wollen.
outro_4                                Sicher weiß ich nur, dass unsere Taten über lange Zeit und viele Generationen weitererzählt und nicht in Vergessenheit geraten werden.


# =================================================
# Editor strings
# =================================================

editor_savesettings                    Einstellungen speichern
editor_generate                        Generieren
editor_randomise                       Zufällig generieren
editor_clone                           Klonen
editor_delete                          Löschen
editor_deletenow                       !LÖSCHEN!
editor_size                            Größe
editor_height                          Höhe
editor_seed                            Anfangswert
editor_move                            Bewegen
editor_rotate                          Rotieren

editor_mainedit                        Haupt-Edit.
editor_editlandtiles                   Editor: Landfelder
editor_editflattenareas                Editor: Flaches Gelände
editor_editlights                      Editor: Lichter
editor_editbuildings                   Editor: Gebäude
editor_editinstantunits                Editor: Instant-Einheiten
editor_editcameramounts                Editor: Kameraeinstellungen
editor_save                            Speichern

editor_landscape                       Landschaft
editor_landscapetile                   Landschaftsfelder
editor_guidegrid                       Führungsmatrix
editor_noiseperiod                     Geräuschperiode
editor_noisescale                      Geräuschpegel
editor_method                          Methode
editor_lowlandsmooth                   Tiefland begradigen
editor_posX                            PosX
editor_posY                            PosY
editor_posZ                            PosZ
editor_newtile                         Neues Feld
editor_newflattenarea                  Neues flaches Gelände
editor_scaledown                       Verkleinern
editor_scaleup                         Vergrößern
editor_outsideheight                   Außenhöhe
editor_cellsize                        Zellgröße
editor_worldsizeX                      Weltgröße X
editor_worldsizeZ                      Weltgröße Z
editor_movebuildings                   Gebäude verschieben

editor_resolution                      Auflösung
editor_toolsize                        Tool-Größe
editor_freehand                        Freihand
editor_flatten                         Begradigen
editor_binary                          Binär

editor_treeditor                       Baum-Editor
editor_clonesimilar                    Ähnlich klonen
editor_branchcolour                    Astfarbe
editor_leafcolour                      Blattfarbe
editor_budsize                         Knospengröße
editor_pushup                          Höher
editor_pushout                         Nach außen
editor_iterations                      Iterationen

editor_lights                          Lichter
editor_newlight                        Neue Lichter
editor_deselectlights                  Lichter abwählen
editor_selectlight                     Lichter auswählen
editor_adjustbrightness                Helligkeit regulieren

editor_instantunits                    Instant-Einheiten
editor_instantuniteditor               Instant-Einheiten-Editor
editor_numentities                     Num.Einh
editor_spread                          Verteilen
editor_inunit                          In Einheit

editor_coloureditor                    Farb-Editor
editor_red                             Rot
editor_green                           Grün
editor_blue                            Blau
editor_alpha                           Alpha

editor_toggleeditor                    Editor umschalten

editor_globalworldeditor               Globaler Welt-Editor
editor_editlocations                   Editor: Orte
editor_movelocations                   Orte verschieben
editor_createnewlocation               Neuen Ort erstellen
editor_savelocations                   Orte speichern

editor_cameramounts                    Kameraeinstellungen
editor_cameraanims                     Kamera-Anims
editor_cameraanim                      Kamera-Anim
editor_createnewmount                  Neue Einstellung
editor_goto                            Gehezu
editor_update                          Aktualisieren
editor_del                             Entf

editor_buildings                       Gebäude
editor_buildingid                      Gebäude-ID
editor_link                            Link
editor_dynamic                         Dynamisch
editor_isglobal                        Ist global
editor_buildingtype                    Gebäudetyp
editor_createbuilding                  Gebäude erstellen

editor_spirits                         Seelen
editor_targetlocation                  Zielort
editor_scale                           Maßstab
editor_mode                            Modus
editor_disabling                       Deaktiviere
editor_enabling                        Aktiviere
editor_enabled                         Aktiviert
editor_disabled                        Deaktiviert
editor_numants                         Ameisen
editor_capacity                        Kapazität
editor_entitytype                      Einh.-Typ
editor_toggledby                       Umgesch.von
editor_research                        Forschung
editor_level                           Level
editor_pitch                           Neigung
editor_force                           Kraft
editor_variance                        Abweichung
editor_reload                          Neu laden
editor_usetrigger                      Auslöser verw.
editor_triggerX                        Ausl.X
editor_triggerZ                        Ausl.Z
editor_triggerrad                      Radius
editor_altitude                        Höhe
editor_segment                         Segment
editor_count                           Zählung
editor_period                          Periode
editor_searchradius                    Such-Radius
editor_maxpopulation                   MaxBev.
editor_clearlinks                      Links löschen
editor_range                           Bereich
editor_script                          Skript
editor_always                          Immer
editor_never                           Nie
editor_cameraenter                     Kamera ein
editor_cameraview                      Kamera-Ansicht
editor_shape                           Form
editor_fuel                            Treibstoff
editor_passengers                      Passagiere
editor_spawnport                       Brüter-Port
editor_requiredscore                   Benötigte Punkte
editor_pointspersec                    PunkteProSekunde
editor_minlinks                        MinimumAktivierteKnoten
editor_powerlink1                      Pylon 1
editor_powerlink2                      Pylon 2
editor_spawnlimit                      Max Spawns
editor_leafdrop                        Laubfallrate
editor_neveron                         Niemals an
editor_switchonce                      Einmal schalten

spawnname_spawnvirii                   Virii-Brüter
spawnname_spawncentipedes              Hundertf.-Brüter
spawnname_spawnspider                  Spinnen-Brüter
spawnname_spawnspirits                 Seelen-Brüter
spawnname_spawneggs                    Eier-Brüter
spawnname_spawntriffideggs             Triff-Eier-Brüter
